"id" "pid" "Sex" "Race" "Age" "Time" "SES" "PreK" "District_Poverty" "Math" "Reading" "Science" "DCCS" "Numbers_Reversed" "Numbers_Reversed_.W.ability." "time" "time2"
10016489 10016489 "Female" "Black" . "Spring third-grade" -1.28 . . . . . . . . 6 3.5
10016553 10016553 "Female" "Black" 108.72 "Spring third-grade" -0.844 "none" 38 76.6026 103.2818 35.9436 3 50 426 6 3.5
10016696 10016696 "Female" "White" 106.78 "Spring third-grade" 0.7577 "center" . 105.1621 125.3862 58.5404 7.7329 87 476 6 3.5
10016848 10016848 "Female" "Asian" . "Spring third-grade" 0.8729 "center" 9 . . . . . . 6 3.5
10016865 10016865 "Female" "White" . "Spring third-grade" 0.0227 "center" 9 . . . . . . 6 3.5
10016909 10016909 "Female" "Black" 113.29 "Spring third-grade" -1.05 "center" 44 76.2815 112.0049 47.4357 6.9213 94 489 6 3.5
10016916 10016916 "Male" "Hispanic" 102.51 "Spring third-grade" -1.17 "relative" 34 81.4898 112.2523 51.7411 6.8828 119 516 6 3.5
10016921 10016921 "Male" "White" . "Spring third-grade" 0.8088 "center" 29 . . . . . . 6 3.5
10016929 10016929 "Female" "Black" 105.07 "Spring third-grade" -1.02 "relative" 11 75.6506 98.4241 41.1608 6.1274 83 470 6 3.5
10016965 10016965 "Female" "White" . "Spring third-grade" . . 8 . . . . . . 6 3.5
10016975 10016975 "Female" "Black" 112.37 "Spring third-grade" -0.825 "relative" 37 95.5006 124.1987 44.842 8.0591 94 489 6 3.5
10016985 10016985 "Male" "White" 115.2 "Spring third-grade" 0.2218 "center" 9 111.7802 144.0262 67.3049 6.9694 98 496 6 3.5
10017000 10017000 "Male" "White" 116.42 "Spring third-grade" 1.141 "center" 10 129.2157 134.119 74.5586 6.8595 92 489 6 3.5
10017021 10017021 "Female" "Asian" . "Spring third-grade" -0.098 "center" 15 . . . . . . 6 3.5
10017142 10017142 "Female" "White" 109.41 "Spring third-grade" 0.6968 "center" . 105.2981 117.1946 49.1835 5.8138 65 448 6 3.5
10017197 10017197 "Male" "White" 115.76 "Spring third-grade" -0.621 "relative" 16 105.9585 117.042 59.0632 6.5137 63 448 6 3.5
10017262 10017262 "Male" "Asian" 108.53 "Spring third-grade" . . 21 125.169 117.6128 63.6491 8.0599 91 483 6 3.5
10017298 10017298 "Male" "Hispanic" . "Spring third-grade" -0.884 "center" . . . . . . . 6 3.5
10017378 10017378 "Male" "White" 104.68 "Spring third-grade" -0.122 "center" . 112.6804 129.6892 70.0066 7.6133 98 489 6 3.5
10017383 10017383 "Female" "Asian" 103.23 "Spring third-grade" . . 9 105.9929 114.2418 47.8993 8.6191 85 470 6 3.5
10017401 10017401 "Male" "White" 107.01 "Spring third-grade" -0.074 "none" 17 99.6318 110.2586 59.6759 6.9271 107 502 6 3.5
10017481 10017481 "Female" "Black" . "Spring third-grade" 0.6214 "center" . . . . . . . 6 3.5
10017490 10017490 "Female" "Asian" . "Spring third-grade" 1.181 "center" 10 . . . . . . 6 3.5
10017558 10017558 "Male" "White" . "Spring third-grade" 0.6029 "center" . . . . . . . 6 3.5
10017577 10017577 "Male" "White" 113.19 "Spring third-grade" 0.5305 "center" 24 91.8836999999999 133.3007 76.0919 6.7769 94 489 6 3.5
10017595 10017595 "Male" "White" 110.79 "Spring third-grade" 1.281 "center" 15 121.2955 135.1642 84.0841 7.9693 95 489 6 3.5
10017621 10017621 "Male" "White" 104.32 "Spring third-grade" 1.965 "center" . 121.8836 134.1781 64.7371 7.3091 98 489 6 3.5
10017839 10017839 "Female" "White" . "Spring third-grade" -1.15 "relative" . . . . . . . 6 3.5
10017843 10017843 "Female" "Black" . "Spring third-grade" . . 24 . . . . . . 6 3.5
10017929 10017929 "Male" "White" 111.35 "Spring third-grade" -0.17 "center" 17 106.4513 116.6683 66.5751 7.6327 99 496 6 3.5
10017947 10017947 "Male" "White" 113 "Spring third-grade" -0.008 "center" 19 114.1585 133.3761 66.2744 5.8931 85 476 6 3.5
10018037 10018037 "Male" "Hispanic" . "Spring third-grade" 0.2518 "center" 21 . . . . . . 6 3.5
10018150 10018150 "Male" "other" 108 "Spring third-grade" 0.3793 "center" 22 94.4845 127.3917 56.7637 5.3351 96 489 6 3.5
10000041 10000041 "Male" "White" . "Spring fourth-grade" 1.223 "center" 5 . . . . . . 7 4.5
10000118 10000118 "Male" "White" . "Spring fourth-grade" 1.015 "center" 13 . . . . . . 7 4.5
10000131 10000131 "Female" "White" . "Spring fourth-grade" 0.2251 . 45 . . . . . . 7 4.5
10000141 10000141 "Female" "White" 119.47 "Spring fourth-grade" 1.614 "center" 36 111.0056 139.9927 84.6481 8.14629999999999 71 462 7 4.5
10000181 10000181 "Male" "White" 129.4 "Spring fourth-grade" 1.194 "center" . 116.8129 129.4073 64.9224 7.4098 93 496 7 4.5
10000207 10000207 "Female" "Hispanic" 125.95 "Spring fourth-grade" . . 22 123.792 135.2801 76.3739 7.5131 79 476 7 4.5
10000214 10000214 "Female" "White" 124.87 "Spring fourth-grade" 0.8916 "center" 3 117.5539 117.2844 65.7358 8.23769999999999 89 489 7 4.5
10000216 10000216 "Female" "White" 125.36 "Spring fourth-grade" . . . 113.841 135.1211 65.461 8.6635 94 496 7 4.5
10000258 10000258 "Male" "White" . "Spring fourth-grade" -0.318 "none" 24 . . . . . . 7 4.5
10000298 10000298 "Male" "White" . "Spring fourth-grade" 0.9403 "center" . . . . . . . 7 4.5
10000417 10000417 "Male" "other" . "Spring fourth-grade" -0.79 "center" 11 . . . . . . 7 4.5
10000479 10000479 "Female" "Hispanic" 114.18 "Spring fourth-grade" -0.848 "center" 28 89.731 106.5842 61.3896 7.6139 94 489 7 4.5
10000561 10000561 "Male" "Asian" 122.33 "Spring fourth-grade" 0.3445 "center" . 118.2669 147.9657 68.8276 7.6564 85 483 7 4.5
10000585 10000585 "Female" "White" . "Spring fourth-grade" 0.4259 "center" . . . . . . . 7 4.5
10000623 10000623 "Female" "White" 119.18 "Spring fourth-grade" -0.082 "non-relative" 10 124.9208 140.448 79.5893 9.3095 102 502 7 4.5
10000760 10000760 "Male" "White" 118.45 "Spring fourth-grade" 0.7129 "center" . 82.0223 119.0105 56.5048 7.632 92 489 7 4.5
10000772 10000772 "Female" "Hispanic" 122.1 "Spring fourth-grade" 1.149 "center" . 99.9775 127.1562 65.026 7.5689 96 496 7 4.5
10000854 10000854 "Female" "White" 128.35 "Spring fourth-grade" 0.1971 . . 79.5421 107.2203 52.2581 8.3551 73 470 7 4.5
10000902 10000902 "Male" "White" 119.97 "Spring fourth-grade" 0.1284 "center" 12 125.8279 142.1406 77.8799 8.5724 128 539 7 4.5
10000934 10000934 "Male" "Black" . "Spring fourth-grade" -0.069 "center" 16 . . . . . . 7 4.5
10000959 10000959 "Female" "White" 116.78 "Spring fourth-grade" 0.0347 "none" . 134.135 145.7251 76.5613 7.4306 140 554 7 4.5
10001046 10001046 "Male" "White" 126.41 "Spring fourth-grade" -0.426 "center" 19 124.5118 143.7597 77.6273 7.8163 89 489 7 4.5
10001111 10001111 "Female" "White" . "Spring fourth-grade" -0.75 "relative" 11 . . . . . . 7 4.5
10001131 10001131 "Female" "White" 125.46 "Spring fourth-grade" 1.64 "center" . 123.1704 145.4985 81.3806 7.4185 94 496 7 4.5
10001235 10001235 "Male" "Asian" 122.83 "Spring fourth-grade" . . . 128.5415 128.8147 74.9962 7.3585 123 534 7 4.5
10001258 10001258 "Male" "other" . "Spring fourth-grade" . . 18 . . . . . . 7 4.5
10001315 10001315 "Female" "White" . "Spring fourth-grade" -0.511 "none" 12 . . . . . . 7 4.5
10001456 10001456 "Male" "Hispanic" 117.07 "Spring fourth-grade" -0.043 "center" 28 120.8552 115.3172 64.8055 8.5288 107 509 7 4.5
10001546 10001546 "Female" "Hispanic" 123.09 "Spring fourth-grade" -1.01 "none" 45 70.4273 114.5273 45.8981 6.9065 95 496 7 4.5
10001684 10001684 "Female" "White" 122.47 "Spring fourth-grade" 0.7181 "center" 4 106.8527 126.5805 73.4987 8.7662 90 489 7 4.5
10001685 10001685 "Male" "White" 127.43 "Spring fourth-grade" -0.164 "relative" 27 109.5511 136.6711 69.6828 7.1468 74 470 7 4.5
10001725 10001725 "Female" "White" 121.55 "Spring fourth-grade" -0.673 "center" 26 89.8872 123.0955 62.2183 7.6616 110 516 7 4.5
10001751 10001751 "Male" "White" 119.31 "Spring fourth-grade" -0.79 "center" 26 119.7698 136.9877 75.7657 6.3005 120 528 7 4.5
10001826 10001826 "Male" "Hispanic" . "Spring fourth-grade" -1.14 "center" 32 . . . . . . 7 4.5
10001859 10001859 "Female" "Asian" 125.33 "Spring fourth-grade" 0.3595 "relative" 12 81.7017 123.106 43.3141 8.1003 74 470 7 4.5
10001938 10001938 "Female" "Hispanic" 116.71 "Spring fourth-grade" -0.521 "center" 27 105.6362 130.3532 61.9386 7.9996 102 502 7 4.5
10002058 10002058 "Female" "Black" 124.37 "Spring fourth-grade" . . 10 79.9169 107.0111 47.8806 7.5629 59 448 7 4.5
10002091 10002091 "Female" "White" 122.7 "Spring fourth-grade" -0.331 "center" 24 79.7804 115.2757 58.5999 8.6127 76 470 7 4.5
10002203 10002203 "Female" "White" 116.02 "Spring fourth-grade" 1.266 "center" 10 120.5951 139.9408 73.3542 7.1043 113 516 7 4.5
10002242 10002242 "Female" "White" . "Spring fourth-grade" . . 16 . . . . . . 7 4.5
10002324 10002324 "Female" "other" 123.22 "Spring fourth-grade" 0.215 "relative" 12 87.0902 98.5101 33.3193 7.5617 95 496 7 4.5
10002392 10002392 "Female" "Hispanic" 113.98 "Spring fourth-grade" 0.0448 "center" . 116.8149 124.0479 74.7582 8.539 122 528 7 4.5
10002533 10002533 "Male" "White" 122.7 "Spring fourth-grade" -0.978 "non-relative" 24 122.9951 144.5123 75.3174 7.6782 119 528 7 4.5
10002549 10002549 "Male" "Black" 122.33 "Spring fourth-grade" -0.686 "none" 25 79.9788 111.8374 65.0611 7.2781 76 470 7 4.5
10002552 10002552 "Female" "Hispanic" 118.52 "Spring fourth-grade" -0.734 "none" 16 97.4012999999999 113.0276 53.7757 7.054 106 509 7 4.5
10002610 10002610 "Male" "White" 123.85 "Spring fourth-grade" 0.6137 "center" 3 134.4548 148.2232 81.836 8.0317 94 496 7 4.5
10002622 10002622 "Male" "Black" 126.21 "Spring fourth-grade" . . . 119.935 122.749 65.4627 7.1261 84 483 7 4.5
10002744 10002744 "Female" "Black" . "Spring fourth-grade" -0.453 "none" . . . . . . . 7 4.5
10002902 10002902 "Female" "White" 123.02 "Spring fourth-grade" -0.518 "none" 15 117.2107 122.0744 64.7271 7.3812 105 509 7 4.5
10002934 10002934 "Female" "Asian" 119.18 "Spring fourth-grade" 0.6596 "center" 8 110.0708 128.0096 65.984 8.1677 120 528 7 4.5
10002948 10002948 "Male" "White" 125.16 "Spring fourth-grade" -0.423 "center" 22 116.1324 131.2715 73.2359 7.6806 99 502 7 4.5
10002949 10002949 "Male" "Hispanic" 121.55 "Spring fourth-grade" -0.488 "center" 10 93.1869 107.4199 49.4692 7.2075 96 496 7 4.5
10003000 10003000 "Female" "Hispanic" 114.84 "Spring fourth-grade" -0.432 "relative" 23 106.7482 122.8372 48.6471 7.47 108 509 7 4.5
10003048 10003048 "Male" "White" . "Spring fourth-grade" . . 30 . . . . . . 7 4.5
10003176 10003176 "Female" "White" . "Spring fourth-grade" -0.006 "center" 15 . . . . . . 7 4.5
10003242 10003242 "Male" "White" 123.32 "Spring fourth-grade" . . 15 119.4451 131.8168 65.974 6.8713 105 509 7 4.5
10003251 10003251 "Female" "Hispanic" 117.14 "Spring fourth-grade" -0.793 "center" 32 72.8043 114.8338 60.0729 7.2574 92 489 7 4.5
10003286 10003286 "Female" "other" 117.93 "Spring fourth-grade" -0.77 "center" 36 120.3328 125.2756 67.3251 8.2177 92 489 7 4.5
10003385 10003385 "Female" "White" 118.13 "Spring fourth-grade" -0.528 "relative" 26 74.1094 122.4044 66.9601 8.1193 83 476 7 4.5
10003496 10003496 "Male" "White" . "Spring fourth-grade" -0.58 "none" . . . . . . . 7 4.5
10003541 10003541 "Male" "other" 119.93 "Spring fourth-grade" -0.75 "center" 23 104.0351 108.1083 74.8424 6.2651 71 462 7 4.5
10003613 10003613 "Male" "White" 120.1 "Spring fourth-grade" -0.605 "none" 23 132.1658 140.2925 76.2737 7.913 111 516 7 4.5
10003623 10003623 "Female" "White" . "Spring fourth-grade" -0.048 "center" 14 . . . . . . 7 4.5
10003798 10003798 "Male" "White" 115.86 "Spring fourth-grade" -0.944 "relative" 22 76.5371 98.3453 51.696 7.9349 62 448 7 4.5
10003960 10003960 "Female" "White" 122.4 "Spring fourth-grade" -0.844 "none" 3 99.3592 136.7527 65.4694 8.671 85 483 7 4.5
10003991 10003991 "Female" "White" . "Spring fourth-grade" 0.0776 "none" 19 . . . . . . 7 4.5
10004130 10004130 "Male" "Hispanic" . "Spring fourth-grade" 0.0943 "center" 16 . . . . . . 7 4.5
10004135 10004135 "Male" "Black" 116.94 "Spring fourth-grade" 0.0426 . 20 109.2077 123.509 67.1182 7.4978 107 509 7 4.5
10004232 10004232 "Female" "Hispanic" 120 "Spring fourth-grade" -0.152 "non-relative" 41 83.9433 122.4506 63.868 7.6177 81 476 7 4.5
10004234 10004234 "Male" "other" . "Spring fourth-grade" 0.9662 . . . . . . . . 7 4.5
10004265 10004265 "Female" "Black" 123.62 "Spring fourth-grade" 0.0388 "relative" 10 99.3615 138.6938 72.5497 7.3141 59 448 7 4.5
10004267 10004267 "Male" "White" . "Spring fourth-grade" -0.795 "center" 31 . . . . . . 7 4.5
10004324 10004324 "Male" "White" . "Spring fourth-grade" -0.844 "center" 31 . . . . . . 7 4.5
10004346 10004346 "Female" "Black" . "Spring fourth-grade" -1.02 "center" 38 . . . . . . 7 4.5
10004377 10004377 "Male" "White" . "Spring fourth-grade" -0.819 "center" . . . . . . . 7 4.5
10004389 10004389 "Female" "White" . "Spring fourth-grade" 0.8692 "center" . . . . . . . 7 4.5
10004399 10004399 "Male" "White" . "Spring fourth-grade" 2.011 "center" 25 . . . . . . 7 4.5
10004591 10004591 "Female" "Black" 117.04 "Spring fourth-grade" . . 38 60.0474 94.5339 32.2639 3.25 46 426 7 4.5
10004733 10004733 "Female" "Hispanic" . "Spring fourth-grade" -0.662 "none" 17 . . . . . . 7 4.5
10004767 10004767 "Male" "White" 117.53 "Spring fourth-grade" -0.165 "center" . 135.7768 152.7039 69.483 6.9436 107 509 7 4.5
10004824 10004824 "Female" "Hispanic" 122.93 "Spring fourth-grade" . . 31 122.7033 149.414 77.8301 7.8367 109 516 7 4.5
10004837 10004837 "Male" "White" . "Spring fourth-grade" 0.9711 "center" 5 . . . . . . 7 4.5
10004843 10004843 "Male" "Hispanic" . "Spring fourth-grade" -1.25 "none" 38 . . . . . . 7 4.5
10004849 10004849 "Male" "White" . "Spring fourth-grade" 0.1634 "center" 15 . . . . . . 7 4.5
10004872 10004872 "Male" "other" . "Spring fourth-grade" -0.066 "center" 13 . . . . . . 7 4.5
10004974 10004974 "Female" "Hispanic" 121.05 "Spring fourth-grade" 0.0094 "relative" 19 124.4374 131.708 76.6153 6.2681 115 522 7 4.5
10004988 10004988 "Male" "White" 129.24 "Spring fourth-grade" -0.592 "none" 38 67.7367 94.015 42.0328 6.7283 78 476 7 4.5
10005035 10005035 "Male" "White" 128.84 "Spring fourth-grade" -1.56 "center" 15 112.9324 124.3683 45.7115 8.3182 93 496 7 4.5
10005386 10005386 "Male" "Black" . "Spring fourth-grade" -0.047 "relative" 28 . . . . . . 7 4.5
10005504 10005504 "Male" "White" . "Spring fourth-grade" 0.2353 "center" 12 . . . . . . 7 4.5
10005524 10005524 "Male" "Asian" . "Spring fourth-grade" 1.194 . 12 . . . . . . 7 4.5
10005571 10005571 "Male" "Black" 120.66 "Spring fourth-grade" -0.265 "relative" 31 106.6201 123.8802 53.2666 7.4252 96 496 7 4.5
10005787 10005787 "Male" "Hispanic" 119.8 "Spring fourth-grade" -0.565 "none" 37 112.0314 122.8729 48.7553 7.6977 86 483 7 4.5
10005868 10005868 "Female" "Black" 119.87 "Spring fourth-grade" -1.09 "relative" 23 76.9944 119.6781 52.3966 6.1385 77 470 7 4.5
10005897 10005897 "Male" "White" 115.86 "Spring fourth-grade" 0.3114 "center" 13 102.6469 124.4144 64.8423 8.3746 108 509 7 4.5
10005906 10005906 "Female" "Asian" 124.14 "Spring fourth-grade" -0.449 "center" 15 117.8165 124.5525 52.3107 8.2652 109 516 7 4.5
10006060 10006060 "Male" "White" 114.51 "Spring fourth-grade" . . 10 100.3294 120.9013 55.325 8.6849 98 496 7 4.5
10006076 10006076 "Male" "White" 132.39 "Spring fourth-grade" -0.049 "center" 34 96.2802 114.0207 58.5232 8.4576 86 489 7 4.5
10006090 10006090 "Male" "other" 116.71 "Spring fourth-grade" -0.075 "none" 32 94.5858 108.7726 44.101 6.4666 112 516 7 4.5
10006287 10006287 "Male" "Hispanic" . "Spring fourth-grade" . . 25 . . . . . . 7 4.5
10006334 10006334 "Male" "Hispanic" 123.62 "Spring fourth-grade" -0.761 "none" 18 100.2671 102.829 43.8805 8.7528 95 496 7 4.5
10006407 10006407 "Male" "Hispanic" 119.34 "Spring fourth-grade" 0.0362 "none" 51 102.0572 130.1478 61.7101 7.9058 116 522 7 4.5
10006512 10006512 "Male" "White" 129.27 "Spring fourth-grade" -0.845 "none" 31 121.7886 131.613 65.8431 7.0139 108 516 7 4.5
10006540 10006540 "Male" "Black" . "Spring fourth-grade" . . 38 . . . . . . 7 4.5
10006601 10006601 "Male" "White" 124.08 "Spring fourth-grade" 0.8701 "center" . 130.853 137.0166 70.2194 8.3089 94 496 7 4.5
10006602 10006602 "Male" "other" . "Spring fourth-grade" -0.83 "none" 22 . . . . . . 7 4.5
10006605 10006605 "Male" "other" 125.95 "Spring fourth-grade" -0.673 "none" 20 125.7247 128.2313 75.5683 7.911 99 502 7 4.5
10006608 10006608 "Female" "White" . "Spring fourth-grade" 0.1626 "center" 10 . . . . . . 7 4.5
10006675 10006675 "Female" "White" 116.12 "Spring fourth-grade" -0.197 "center" 24 96.6023 126.8417 64.2804 6.8808 97 496 7 4.5
10006679 10006679 "Female" "White" 114.28 "Spring fourth-grade" 0.9313 "center" 3 105.6319 122.5221 55.1319 8.0797 93 489 7 4.5
10006834 10006834 "Male" "White" 122.27 "Spring fourth-grade" -0.33 "none" 23 132.971 148.6036 78.6625 7.9491 100 502 7 4.5
10006899 10006899 "Male" "White" 125.26 "Spring fourth-grade" 0.5141 "center" 16 134.8931 152.1616 82.0461 7.7197 94 496 7 4.5
10006902 10006902 "Female" "White" . "Spring fourth-grade" -0.156 "non-relative" . . . . . . . 7 4.5
10006927 10006927 "Female" "White" 114.61 "Spring fourth-grade" -0.303 "none" 3 133.1087 148.4534 82.6644 8.3815 103 502 7 4.5
10006985 10006985 "Male" "White" 117.99 "Spring fourth-grade" 0.4637 "center" 8 137.7338 149.2349 86.4316999999999 8.8056 117 522 7 4.5
10006994 10006994 "Male" "White" . "Spring fourth-grade" -0.318 "center" 6 . . . . . . 7 4.5
10007069 10007069 "Male" "Black" . "Spring fourth-grade" -0.398 "center" . . . . . . . 7 4.5
10007124 10007124 "Male" "Black" 118.09 "Spring fourth-grade" -0.426 "center" . 120.3925 115.7433 67.1956 8.5127 92 489 7 4.5
10007163 10007163 "Female" "Hispanic" 115.86 "Spring fourth-grade" -0.866 "center" 45 120.4918 126.0196 66.4575 7.6977 97 496 7 4.5
10007243 10007243 "Male" "White" . "Spring fourth-grade" 1.246 "non-relative" . . . . . . . 7 4.5
10007421 10007421 "Female" "White" 117.63 "Spring fourth-grade" -0.068 "center" 9 87.7512 125.0083 49.3694 8.3045 87 483 7 4.5
10007453 10007453 "Male" "White" . "Spring fourth-grade" 0.9152 "center" 12 . . . . . . 7 4.5
10007549 10007549 "Male" "White" . "Spring fourth-grade" 0.1604 "none" 24 . . . . . . 7 4.5
10007567 10007567 "Female" "White" 124.7 "Spring fourth-grade" 0.3299 "center" . 112.0438 126.161 56.1196 9.0128 89 489 7 4.5
10007614 10007614 "Female" "Hispanic" 123.58 "Spring fourth-grade" -0.983 "relative" 17 127.6195 129.8207 64.9592 8.8674 126 539 7 4.5
10007701 10007701 "Female" "Black" . "Spring fourth-grade" -0.428 "none" 11 . . . . . . 7 4.5
10007907 10007907 "Female" "White" 125.06 "Spring fourth-grade" 0.3874 "none" . 108.9454 125.9905 70.78 9.3286 94 496 7 4.5
10007964 10007964 "Female" "Hispanic" 117.5 "Spring fourth-grade" -1.18 "non-relative" 15 103.5228 135.9759 62.0939 8.454 92 489 7 4.5
10007986 10007986 "Female" "Hispanic" 115.56 "Spring fourth-grade" -0.257 "center" 38 122.5099 124.2636 74.6528 7.8795 103 502 7 4.5
10008018 10008018 "Female" "White" . "Spring fourth-grade" 1.956 "center" . . . . . . . 7 4.5
10008021 10008021 "Female" "White" . "Spring fourth-grade" . . 23 . . . . . . 7 4.5
10008088 10008088 "Female" "Black" . "Spring fourth-grade" . . 31 . . . . . . 7 4.5
10008094 10008094 "Male" "other" 116.65 "Spring fourth-grade" -0.748 "center" 15 92.4113 125.9218 61.182 8.0426 97 496 7 4.5
10008170 10008170 "Female" "Hispanic" . "Spring fourth-grade" . . 6 . . . . . . 7 4.5
10008207 10008207 "Male" "White" 118.29 "Spring fourth-grade" 0.2602 "non-relative" . 101.3017 122.4885 64.0707 6.8392 92 489 7 4.5
10008354 10008354 "Male" "White" . "Spring fourth-grade" -0.268 "center" 27 . . . . . . 7 4.5
10008357 10008357 "Male" "Hispanic" 127.33 "Spring fourth-grade" -1.31 "none" 23 126.4594 122.459 67.5169 7.5362 79 476 7 4.5
10008385 10008385 "Male" "Asian" . "Spring fourth-grade" 0.858 . 8 . . . . . . 7 4.5
10008409 10008409 "Female" "White" . "Spring fourth-grade" -0.344 "center" 23 . . . . . . 7 4.5
10008520 10008520 "Male" "White" . "Spring fourth-grade" 0.0076 "center" 5 . . . . . . 7 4.5
10008551 10008551 "Male" "other" 117.67 "Spring fourth-grade" -0.089 "none" 45 129.7406 130.1337 69.9127 8.24429999999999 129 539 7 4.5
10008559 10008559 "Female" "Hispanic" 116.65 "Spring fourth-grade" -0.64 "relative" 24 113.4658 129.0533 62.3494 8.109 97 496 7 4.5
10008628 10008628 "Female" "White" 127.17 "Spring fourth-grade" 1.413 "center" 21 121.1508 136.9282 73.2836 6.5677 117 528 7 4.5
10008636 10008636 "Female" "Hispanic" . "Spring fourth-grade" -0.934 "center" 10 . . . . . . 7 4.5
10008682 10008682 "Male" "White" 121.45 "Spring fourth-grade" -0.192 "center" . 128.3633 148.9308 70.8101 7.8452 81 476 7 4.5
10008689 10008689 "Female" "White" 127.27 "Spring fourth-grade" -1.4 "center" 24 73.8347 111.9374 54.6664 8.73769999999999 79 476 7 4.5
10008755 10008755 "Female" "Black" . "Spring fourth-grade" -1.12 "center" 30 . . . . . . 7 4.5
10008767 10008767 "Female" "Hispanic" . "Spring fourth-grade" 0.2867 "center" . . . . . . . 7 4.5
10008789 10008789 "Female" "White" . "Spring fourth-grade" 0.1905 "center" 36 . . . . . . 7 4.5
10008791 10008791 "Female" "White" . "Spring fourth-grade" 0.6497 "center" 8 . . . . . . 7 4.5
10008910 10008910 "Male" "Hispanic" 125.69 "Spring fourth-grade" . . 38 92.2234 108.2397 65.8968 7.1388 68 462 7 4.5
10008925 10008925 "Male" "Asian" 122.2 "Spring fourth-grade" -0.655 "center" 14 138.0928 125.6385 71.8003 7.0308 100 502 7 4.5
10009000 10009000 "Female" "White" . "Spring fourth-grade" . . . . . . . . . 7 4.5
10009092 10009092 "Female" "White" . "Spring fourth-grade" -0.408 "none" 30 . . . . . . 7 4.5
10009106 10009106 "Female" "White" 125.03 "Spring fourth-grade" 0.121 "center" 22 119.4371 141.0469 72.265 7.7197 122 534 7 4.5
10009125 10009125 "Male" "Black" 121.25 "Spring fourth-grade" 0.0152 "center" 26 100.5985 116.0763 48.5378 7.2733 96 496 7 4.5
10009198 10009198 "Male" "Hispanic" 120.13 "Spring fourth-grade" -0.561 "center" 24 97.4979999999999 125.5593 44.9536 7.1449 91 489 7 4.5
10009218 10009218 "Male" "White" . "Spring fourth-grade" -0.912 "center" 35 . . . . . . 7 4.5
10009313 10009313 "Female" "Hispanic" . "Spring fourth-grade" -1.4 . 4 . . . . . . 7 4.5
10009349 10009349 "Female" "Black" . "Spring fourth-grade" . . 31 . . . . . . 7 4.5
10009576 10009576 "Male" "Asian" 126.74 "Spring fourth-grade" . . 36 108.0374 127.843 45.7744 6.9812 84 483 7 4.5
10009597 10009597 "Male" "White" 118.06 "Spring fourth-grade" -1.3 "center" 30 113.2453 115.7038 49.8824 8.299 92 489 7 4.5
10009824 10009824 "Female" "Black" 125.26 "Spring fourth-grade" -0.226 . 34 84.8543 111.0836 54.2645 7.6903 58 448 7 4.5
10010003 10010003 "Male" "White" 120.82 "Spring fourth-grade" -0.278 "relative" 9 134.258 135.1267 68.6645 7.6324 110 516 7 4.5
10010029 10010029 "Male" "Black" . "Spring fourth-grade" -0.957 "center" 22 . . . . . . 7 4.5
10010046 10010046 "Female" "Black" . "Spring fourth-grade" 0.975 "center" . . . . . . . 7 4.5
10010165 10010165 "Male" "Hispanic" 116.32 "Spring fourth-grade" 1.207 "center" 9 124.9716 127.3566 76.2386 8.391 103 502 7 4.5
10010171 10010171 "Female" "White" 127.92 "Spring fourth-grade" -0.169 "center" 29 126.4614 129.2467 69.8976 8.1709 88 489 7 4.5
10010295 10010295 "Female" "White" 125.92 "Spring fourth-grade" 0.4912 "center" 10 134.3989 141.3504 79.9644 8.6737 108 516 7 4.5
10010296 10010296 "Female" "White" 119.77 "Spring fourth-grade" -0.584 "center" 39 105.892 127.4288 71.9415 8.1623 101 502 7 4.5
10010309 10010309 "Male" "Black" 121.55 "Spring fourth-grade" -0.705 "relative" 23 111.7349 127.4164 61.7052 7.7821 96 496 7 4.5
10010342 10010342 "Male" "White" 116.61 "Spring fourth-grade" 0.974 "none" 10 101.1156 123.2551 52.2692 6.8968 97 496 7 4.5
10010358 10010358 "Female" "Hispanic" 126.58 "Spring fourth-grade" -1.03 "center" 24 111.049 124.7241 59.9292 8.3075 74 470 7 4.5
10010425 10010425 "Female" "Black" . "Spring fourth-grade" -1.81 "none" 41 . . . . . . 7 4.5
10010426 10010426 "Male" "Black" . "Spring fourth-grade" 0.5035 "center" . . . . . . . 7 4.5
10010490 10010490 "Male" "White" . "Spring fourth-grade" 0.1338 "center" 7 . . . . . . 7 4.5
10010511 10010511 "Female" "other" 124.77 "Spring fourth-grade" -0.379 "relative" 13 114.1239 136.224 64.1955 8.9103 99 502 7 4.5
10010522 10010522 "Male" "Asian" 118.32 "Spring fourth-grade" . . 29 138.4674 150.3674 81.8922 7.5638 106 509 7 4.5
10010538 10010538 "Female" "White" 121.74 "Spring fourth-grade" 1.248 "none" 17 125.5279 151.1194 82.429 6.7339 91 489 7 4.5
10010622 10010622 "Male" "White" . "Spring fourth-grade" -0.369 "center" 4 . . . . . . 7 4.5
10010717 10010717 "Female" "White" . "Spring fourth-grade" 0.1524 "center" 28 . . . . . . 7 4.5
10010887 10010887 "Female" "White" 122.89 "Spring fourth-grade" -0.01 "center" 8 106.4663 122.148 56.4399 8.2533 100 502 7 4.5
10010907 10010907 "Female" "White" 117.24 "Spring fourth-grade" 0.6418 "none" 25 115.1325 151.0428 75.6294 8.2334 112 516 7 4.5
10010950 10010950 "Male" "Hispanic" . "Spring fourth-grade" -0.951 "center" . . . . . . . 7 4.5
10010984 10010984 "Female" "White" 124.87 "Spring fourth-grade" -0.513 "non-relative" 7 125.7111 134.1037 68.9419 7.0241 109 516 7 4.5
